Gm,Tm,H_A,Opp,Result,R,RA,Inn,GB,D/N,Orig_Scheduled,Year,home_team,away_team,home_score,away_score,month,day,date
86,ARI,A,NYM,L,2,4,NA,6.5,D,NA,2015,NYM,ARI,4,2,7,11,2015-07-11
87,ARI,A,NYM,L,3,5,NA,7.5,D,NA,2015,NYM,ARI,5,3,7,12,2015-07-12
88,ARI,H,SFG,L,5,6,12,7.5,N,NA,2015,ARI,SFG,5,6,7,17,2015-07-17
89,ARI,H,SFG,L,4,8,NA,8.5,N,NA,2015,ARI,SFG,4,8,7,18,2015-07-18
90,ARI,H,SFG,L,1,2,NA,9.5,D,NA,2015,ARI,SFG,1,2,7,19,2015-07-19
91,ARI,H,MIA,W,3,1,NA,8.5,N,NA,2015,ARI,MIA,3,1,7,20,2015-07-20
92,ARI,H,MIA,L,0,3,NA,8.5,N,NA,2015,ARI,MIA,0,3,7,21,2015-07-21
93,ARI,H,MIA,L,3,5,NA,9.5,N,NA,2015,ARI,MIA,3,5,7,22,2015-07-22
94,ARI,H,MIL,W,8,3,NA,9.5,N,NA,2015,ARI,MIL,8,3,7,23,2015-07-23
95,ARI,H,MIL,L,1,2,NA,10.5,N,NA,2015,ARI,MIL,1,2,7,24,2015-07-24
96,ARI,H,MIL,W,2,0,NA,9.5,N,NA,2015,ARI,MIL,2,0,7,25,2015-07-25
97,ARI,H,MIL,W,3,0,NA,8.5,D,NA,2015,ARI,MIL,3,0,7,26,2015-07-26
98,ARI,A,SEA,W,4,3,10,8.0,N,NA,2015,SEA,ARI,3,4,7,27,2015-07-27
99,ARI,A,SEA,W,8,4,NA,7.0,N,NA,2015,SEA,ARI,4,8,7,28,2015-07-28
100,ARI,A,SEA,W,8,2,NA,7.0,D,NA,2015,SEA,ARI,2,8,7,29,2015-07-29
101,ARI,A,HOU,W,6,4,10,7.0,N,NA,2015,HOU,ARI,4,6,7,31,2015-07-31
102,ARI,A,HOU,L,2,9,NA,8.0,N,NA,2015,HOU,ARI,9,2,8,1,2015-08-01
103,ARI,A,HOU,L,1,4,NA,9.0,D,NA,2015,HOU,ARI,4,1,8,2,2015-08-02
104,ARI,A,WSN,W,6,4,NA,8.5,N,NA,2015,WSN,ARI,4,6,8,3,2015-08-03
105,ARI,A,WSN,L,4,5,NA,8.5,N,NA,2015,WSN,ARI,5,4,8,4,2015-08-04
106,ARI,A,WSN,W,11,4,NA,8.5,N,NA,2015,WSN,ARI,4,11,8,5,2015-08-05
107,ARI,A,WSN,L,3,8,NA,9.5,D,NA,2015,WSN,ARI,8,3,8,6,2015-08-06
108,ARI,H,CIN,W,2,0,NA,8.5,N,NA,2015,ARI,CIN,2,0,8,7,2015-08-07
109,ARI,H,CIN,L,1,4,NA,8.5,N,NA,2015,ARI,CIN,1,4,8,8,2015-08-08
110,ARI,H,CIN,W-wo,4,3,10,7.5,D,NA,2015,ARI,CIN,4,3,8,9,2015-08-09
111,ARI,H,PHI,W,13,3,NA,6.5,N,NA,2015,ARI,PHI,13,3,8,10,2015-08-10
112,ARI,H,PHI,W,13,1,NA,6.5,N,NA,2015,ARI,PHI,13,1,8,11,2015-08-11
113,ARI,H,PHI,L,6,7,NA,7.5,D,NA,2015,ARI,PHI,6,7,8,12,2015-08-12
114,ARI,A,ATL,L,2,3,NA,8.0,N,NA,2015,ATL,ARI,3,2,8,14,2015-08-14
115,ARI,A,ATL,W,8,4,NA,8.0,N,NA,2015,ATL,ARI,4,8,8,15,2015-08-15
116,ARI,A,ATL,L-wo,1,2,10,9.0,D,NA,2015,ATL,ARI,2,1,8,16,2015-08-16
117,ARI,A,PIT,W,4,1,NA,8.5,N,NA,2015,PIT,ARI,1,4,8,17,2015-08-17
118,ARI,A,PIT,L-wo,8,9,15,8.5,N,NA,2015,PIT,ARI,9,8,8,18,2015-08-18
119,ARI,A,PIT,L,1,4,NA,8.5,N,NA,2015,PIT,ARI,4,1,8,19,2015-08-19
120,ARI,A,CIN,W,5,4,NA,8.0,N,NA,2015,CIN,ARI,4,5,8,20,2015-08-20
121,ARI,A,CIN,W,6,3,NA,7.0,N,NA,2015,CIN,ARI,3,6,8,21,2015-08-21
122,ARI,A,CIN,W,11,7,NA,6.0,N,NA,2015,CIN,ARI,7,11,8,22,2015-08-22
123,ARI,A,CIN,W,4,0,NA,5.0,D,NA,2015,CIN,ARI,0,4,8,23,2015-08-23
124,ARI,H,STL,L,3,5,NA,5.5,N,NA,2015,ARI,STL,3,5,8,24,2015-08-24
125,ARI,H,STL,L,1,9,NA,6.5,N,NA,2015,ARI,STL,1,9,8,25,2015-08-25
126,ARI,H,STL,L,1,3,NA,7.5,N,NA,2015,ARI,STL,1,3,8,26,2015-08-26
127,ARI,H,STL,L,3,5,NA,8.5,N,NA,2015,ARI,STL,3,5,8,27,2015-08-27
128,ARI,H,OAK,W,6,4,NA,8.5,N,NA,2015,ARI,OAK,6,4,8,28,2015-08-28
129,ARI,H,OAK,L,2,3,NA,9.5,N,NA,2015,ARI,OAK,2,3,8,29,2015-08-29
130,ARI,H,OAK,L,4,7,11,9.5,D,NA,2015,ARI,OAK,4,7,8,30,2015-08-30
131,ARI,A,COL,L-wo,4,5,NA,10.5,N,NA,2015,COL,ARI,5,4,8,31,2015-08-31
132,ARI,A,COL,W,6,4,NA,10.0,D,2015-05-04 (Rain),2015,COL,ARI,4,6,9,1,2015-09-01
133,ARI,A,COL,W,5,3,NA,10.0,N,NA,2015,COL,ARI,3,5,9,1,2015-09-01
134,ARI,A,COL,L,4,9,NA,11.0,N,NA,2015,COL,ARI,9,4,9,2,2015-09-02
135,ARI,A,CHC,L,5,14,NA,11.5,D,NA,2015,CHC,ARI,14,5,9,4,2015-09-04
136,ARI,A,CHC,L,0,2,NA,12.5,D,NA,2015,CHC,ARI,2,0,9,5,2015-09-05
137,ARI,A,CHC,L,4,6,NA,13.5,D,NA,2015,CHC,ARI,6,4,9,6,2015-09-06
138,ARI,H,SFG,W,6,1,NA,13.5,D,NA,2015,ARI,SFG,6,1,9,7,2015-09-07
139,ARI,H,SFG,L,2,6,NA,14.5,N,NA,2015,ARI,SFG,2,6,9,8,2015-09-08
140,ARI,H,SFG,W,2,1,NA,13.5,N,NA,2015,ARI,SFG,2,1,9,9,2015-09-09
141,ARI,H,LAD,W,12,4,NA,12.5,N,NA,2015,ARI,LAD,12,4,9,11,2015-09-11
142,ARI,H,LAD,L,5,9,NA,13.5,N,NA,2015,ARI,LAD,5,9,9,12,2015-09-12
143,ARI,H,LAD,L,3,4,NA,14.5,D,NA,2015,ARI,LAD,3,4,9,13,2015-09-13
144,ARI,H,SDP,L,3,10,NA,15.5,N,NA,2015,ARI,SDP,3,10,9,14,2015-09-14
145,ARI,H,SDP,W,6,4,NA,14.5,N,NA,2015,ARI,SDP,6,4,9,15,2015-09-15
146,ARI,H,SDP,L,3,4,NA,15.5,N,NA,2015,ARI,SDP,3,4,9,16,2015-09-16
147,ARI,A,SFG,W,2,0,NA,15.5,N,NA,2015,SFG,ARI,0,2,9,18,2015-09-18
148,ARI,A,SFG,W,6,0,NA,14.5,D,NA,2015,SFG,ARI,0,6,9,19,2015-09-19
149,ARI,A,SFG,L,1,5,NA,14.5,D,NA,2015,SFG,ARI,5,1,9,20,2015-09-20
150,ARI,A,LAD,W,8,4,NA,13.5,N,NA,2015,LAD,ARI,4,8,9,21,2015-09-21
151,ARI,A,LAD,W,8,0,NA,12.5,N,NA,2015,LAD,ARI,0,8,9,22,2015-09-22
152,ARI,A,LAD,L,1,4,NA,13.5,N,NA,2015,LAD,ARI,4,1,9,23,2015-09-23
153,ARI,A,LAD,L,3,6,NA,14.5,D,NA,2015,LAD,ARI,6,3,9,24,2015-09-24
154,ARI,A,SDP,W,6,3,NA,13.5,N,NA,2015,SDP,ARI,3,6,9,25,2015-09-25
155,ARI,A,SDP,L,0,3,NA,13.5,N,NA,2015,SDP,ARI,3,0,9,26,2015-09-26
156,ARI,A,SDP,W,4,2,NA,12.5,D,NA,2015,SDP,ARI,2,4,9,27,2015-09-27
157,ARI,H,COL,W-wo,4,3,11,12.0,N,NA,2015,ARI,COL,4,3,9,29,2015-09-29
158,ARI,H,COL,W,3,1,NA,11.0,N,NA,2015,ARI,COL,3,1,9,30,2015-09-30
159,ARI,H,COL,W,8,6,NA,11.0,N,NA,2015,ARI,COL,8,6,10,1,2015-10-01
160,ARI,H,HOU,L,5,21,NA,12.0,N,NA,2015,ARI,HOU,5,21,10,2,2015-10-02
161,ARI,H,HOU,L,2,6,NA,13.0,N,NA,2015,ARI,HOU,2,6,10,3,2015-10-03
162,ARI,H,HOU,W,5,3,NA,13.0,D,NA,2015,ARI,HOU,5,3,10,4,2015-10-04
1,BAL,A,TBR,W,6,2,NA,Tied,D,NA,2015,TBR,BAL,2,6,4,6,2015-04-06
2,BAL,A,TBR,W,6,5,NA,up 0.5,N,NA,2015,TBR,BAL,5,6,4,7,2015-04-07
3,BAL,A,TBR,L,0,2,NA,up 0.5,N,NA,2015,TBR,BAL,2,0,4,8,2015-04-08
4,BAL,H,TOR,L,5,12,NA,1.0,D,NA,2015,BAL,TOR,5,12,4,10,2015-04-10
5,BAL,H,TOR,W,7,1,NA,1.0,N,NA,2015,BAL,TOR,7,1,4,11,2015-04-11
6,BAL,H,TOR,L,7,10,NA,1.0,D,NA,2015,BAL,TOR,7,10,4,12,2015-04-12
7,BAL,H,NYY,L,5,6,NA,2.0,N,NA,2015,BAL,NYY,5,6,4,13,2015-04-13
8,BAL,H,NYY,W,4,3,NA,2.0,N,NA,2015,BAL,NYY,4,3,4,14,2015-04-14
9,BAL,H,NYY,W,7,5,NA,1.0,N,NA,2015,BAL,NYY,7,5,4,15,2015-04-15
10,BAL,A,BOS,L-wo,2,3,NA,2.0,N,NA,2015,BOS,BAL,3,2,4,17,2015-04-17
11,BAL,A,BOS,W,4,1,NA,1.0,D,NA,2015,BOS,BAL,1,4,4,18,2015-04-18
12,BAL,A,BOS,W,8,3,NA,Tied,D,NA,2015,BOS,BAL,3,8,4,19,2015-04-19
13,BAL,A,BOS,L,1,7,7,1.0,D,NA,2015,BOS,BAL,7,1,4,20,2015-04-20
14,BAL,A,TOR,L,6,13,NA,2.0,N,NA,2015,TOR,BAL,13,6,4,21,2015-04-21
15,BAL,A,TOR,L,2,4,NA,2.0,N,NA,2015,TOR,BAL,4,2,4,22,2015-04-22
16,BAL,A,TOR,L,6,7,NA,2.0,N,NA,2015,TOR,BAL,7,6,4,23,2015-04-23
17,BAL,H,BOS,L,5,7,NA,3.0,N,NA,2015,BAL,BOS,5,7,4,24,2015-04-24
18,BAL,H,BOS,W-wo,5,4,10,2.0,N,NA,2015,BAL,BOS,5,4,4,25,2015-04-25
19,BAL,H,BOS,W,18,7,NA,2.0,D,NA,2015,BAL,BOS,18,7,4,26,2015-04-26
20,BAL,H,CHW,W,8,2,NA,2.0,D,NA,2015,BAL,CHW,8,2,4,29,2015-04-29
21,BAL,A,TBR,L,0,2,NA,3.0,N,2015-05-01 (Civil unrest; Played at TBA; BAL home team),2015,TBR,BAL,2,0,5,1,2015-05-01
22,BAL,A,TBR,W,4,0,NA,3.0,N,2015-05-02 (Civil unrest; Played at TBA; BAL home team),2015,TBR,BAL,0,4,5,2,2015-05-02
23,BAL,A,TBR,W,4,2,NA,3.0,D,2015-05-03 (Civil unrest; Played at TBA; BAL home team),2015,TBR,BAL,2,4,5,3,2015-05-03
24,BAL,A,NYM,L,2,3,NA,3.5,N,NA,2015,NYM,BAL,3,2,5,5,2015-05-05
25,BAL,A,NYM,L,1,5,NA,3.5,N,NA,2015,NYM,BAL,5,1,5,6,2015-05-06
26,BAL,A,NYY,L,3,4,NA,4.5,N,NA,2015,NYY,BAL,4,3,5,7,2015-05-07
27,BAL,A,NYY,L,4,5,NA,5.5,N,NA,2015,NYY,BAL,5,4,5,8,2015-05-08
28,BAL,A,NYY,W,6,2,NA,4.5,D,NA,2015,NYY,BAL,2,6,5,9,2015-05-09
29,BAL,A,NYY,L,2,6,NA,5.5,D,NA,2015,NYY,BAL,6,2,5,10,2015-05-10
30,BAL,H,TOR,W,5,2,NA,5.5,N,NA,2015,BAL,TOR,5,2,5,11,2015-05-11
31,BAL,H,TOR,L,2,10,NA,5.5,N,NA,2015,BAL,TOR,2,10,5,12,2015-05-12
32,BAL,H,TOR,W,6,1,NA,4.5,N,NA,2015,BAL,TOR,6,1,5,13,2015-05-13
33,BAL,H,LAA,L,1,3,NA,4.0,N,NA,2015,BAL,LAA,1,3,5,15,2015-05-15
34,BAL,H,LAA,L,1,6,NA,5.0,N,NA,2015,BAL,LAA,1,6,5,16,2015-05-16
35,BAL,H,LAA,W,3,0,NA,4.0,D,NA,2015,BAL,LAA,3,0,5,17,2015-05-17
36,BAL,H,SEA,W,9,4,NA,3.0,N,NA,2015,BAL,SEA,9,4,5,19,2015-05-19
37,BAL,H,SEA,L,2,4,NA,3.0,N,NA,2015,BAL,SEA,2,4,5,20,2015-05-20
38,BAL,H,SEA,W,5,4,NA,3.0,D,NA,2015,BAL,SEA,5,4,5,21,2015-05-21
39,BAL,A,MIA,W,8,5,NA,3.0,N,NA,2015,MIA,BAL,5,8,5,22,2015-05-22
40,BAL,A,MIA,L-wo,0,1,13,3.0,N,NA,2015,MIA,BAL,1,0,5,23,2015-05-23
41,BAL,A,MIA,L,2,5,NA,3.0,D,NA,2015,MIA,BAL,5,2,5,24,2015-05-24
42,BAL,H,HOU,W,4,3,NA,2.0,D,NA,2015,BAL,HOU,4,3,5,25,2015-05-25
43,BAL,H,HOU,L,1,4,NA,2.5,N,NA,2015,BAL,HOU,1,4,5,26,2015-05-26
44,BAL,H,HOU,W,5,4,NA,2.5,N,NA,2015,BAL,HOU,5,4,5,27,2015-05-27
45,BAL,H,CHW,L,2,3,NA,2.0,D,2015-04-27 (Safety concerns (Baltimore riots)),2015,BAL,CHW,2,3,5,28,2015-05-28
46,BAL,H,CHW,W,6,3,NA,2.0,D,2015-04-28 (Safety concerns (Baltimore riots)),2015,BAL,CHW,6,3,5,28,2015-05-28
47,BAL,H,TBR,W-wo,2,1,NA,1.0,N,NA,2015,BAL,TBR,2,1,5,29,2015-05-29
48,BAL,H,TBR,L,0,3,NA,2.0,D,NA,2015,BAL,TBR,0,3,5,30,2015-05-30
49,BAL,H,TBR,L,5,9,NA,2.0,D,NA,2015,BAL,TBR,5,9,5,31,2015-05-31
50,BAL,A,HOU,L,2,5,NA,3.0,N,NA,2015,HOU,BAL,5,2,6,1,2015-06-01
51,BAL,A,HOU,L,4,6,NA,4.0,N,NA,2015,HOU,BAL,6,4,6,2,2015-06-02
52,BAL,A,HOU,L,1,3,NA,5.0,N,NA,2015,HOU,BAL,3,1,6,3,2015-06-03
53,BAL,A,HOU,W,3,2,NA,4.5,D,NA,2015,HOU,BAL,2,3,6,4,2015-06-04
54,BAL,A,CLE,W,5,2,NA,4.5,N,NA,2015,CLE,BAL,2,5,6,5,2015-06-05
55,BAL,A,CLE,L,1,2,NA,5.5,D,NA,2015,CLE,BAL,2,1,6,6,2015-06-06
56,BAL,A,CLE,W,7,3,NA,5.5,D,NA,2015,CLE,BAL,3,7,6,7,2015-06-07
57,BAL,H,BOS,W,1,0,NA,5.5,N,NA,2015,BAL,BOS,1,0,6,9,2015-06-09
58,BAL,H,BOS,W,5,2,NA,4.5,N,NA,2015,BAL,BOS,5,2,6,10,2015-06-10
59,BAL,H,BOS,W,6,5,NA,4.0,N,NA,2015,BAL,BOS,6,5,6,11,2015-06-11
60,BAL,H,NYY,W,11,3,NA,3.0,N,NA,2015,BAL,NYY,11,3,6,12,2015-06-12
61,BAL,H,NYY,W,9,4,NA,2.0,N,NA,2015,BAL,NYY,9,4,6,13,2015-06-13
62,BAL,H,NYY,L,3,5,NA,3.0,D,NA,2015,BAL,NYY,3,5,6,14,2015-06-14
63,BAL,H,PHI,W,4,0,NA,3.0,N,NA,2015,BAL,PHI,4,0,6,15,2015-06-15
64,BAL,H,PHI,W,19,3,NA,2.0,N,NA,2015,BAL,PHI,19,3,6,16,2015-06-16
65,BAL,A,PHI,W,6,4,NA,2.0,N,NA,2015,PHI,BAL,4,6,6,17,2015-06-17
66,BAL,A,PHI,L,1,2,NA,3.0,D,NA,2015,PHI,BAL,2,1,6,18,2015-06-18
67,BAL,A,TOR,L,4,5,NA,4.0,N,NA,2015,TOR,BAL,5,4,6,19,2015-06-19
68,BAL,A,TOR,W,5,3,NA,4.0,D,NA,2015,TOR,BAL,3,5,6,20,2015-06-20
69,BAL,A,TOR,W,13,9,NA,3.0,D,NA,2015,TOR,BAL,9,13,6,21,2015-06-21
70,BAL,A,BOS,W,6,4,NA,2.5,N,NA,2015,BOS,BAL,4,6,6,23,2015-06-23
71,BAL,A,BOS,L,1,5,NA,2.5,N,NA,2015,BOS,BAL,5,1,6,24,2015-06-24
72,BAL,A,BOS,W,8,6,NA,2.0,D,NA,2015,BOS,BAL,6,8,6,25,2015-06-25
73,BAL,H,CLE,W,4,3,NA,1.0,N,NA,2015,BAL,CLE,4,3,6,26,2015-06-26
74,BAL,H,CLE,W,4,0,NA,Tied,D,2015-06-27 (Rain),2015,BAL,CLE,4,0,6,28,2015-06-28
75,BAL,H,CLE,W,8,0,NA,Tied,N,NA,2015,BAL,CLE,8,0,6,28,2015-06-28
76,BAL,H,TEX,L,1,8,NA,Tied,N,NA,2015,BAL,TEX,1,8,6,29,2015-06-29
77,BAL,H,TEX,L,6,8,NA,Tied,N,NA,2015,BAL,TEX,6,8,6,30,2015-06-30
78,BAL,H,TEX,W,4,2,NA,up 0.5,N,NA,2015,BAL,TEX,4,2,7,1,2015-07-01
79,BAL,H,TEX,L,0,2,NA,Tied,N,NA,2015,BAL,TEX,0,2,7,2,2015-07-02
80,BAL,A,CHW,L,0,1,NA,1.0,N,NA,2015,CHW,BAL,1,0,7,3,2015-07-03
81,BAL,A,CHW,L,2,3,NA,2.0,D,NA,2015,CHW,BAL,3,2,7,4,2015-07-04
82,BAL,A,CHW,W,9,1,NA,1.0,D,NA,2015,CHW,BAL,1,9,7,5,2015-07-05
83,BAL,A,MIN,L-wo,2,4,10,1.5,N,NA,2015,MIN,BAL,4,2,7,6,2015-07-06
84,BAL,A,MIN,L,3,8,NA,1.5,N,NA,2015,MIN,BAL,8,3,7,7,2015-07-07
85,BAL,A,MIN,L,3,5,NA,2.5,D,NA,2015,MIN,BAL,5,3,7,8,2015-07-08
86,BAL,H,WSN,W-wo,3,2,NA,3.0,N,NA,2015,BAL,WSN,3,2,7,10,2015-07-10
87,BAL,H,WSN,L,4,7,NA,3.0,N,NA,2015,BAL,WSN,4,7,7,11,2015-07-11
88,BAL,H,WSN,L,2,3,NA,4.0,D,NA,2015,BAL,WSN,2,3,7,12,2015-07-12
89,BAL,A,DET,L,3,7,NA,5.0,N,NA,2015,DET,BAL,7,3,7,17,2015-07-17
90,BAL,A,DET,W,3,0,NA,4.0,N,NA,2015,DET,BAL,0,3,7,18,2015-07-18
91,BAL,A,DET,W,9,3,NA,4.0,D,NA,2015,DET,BAL,3,9,7,19,2015-07-19
92,BAL,A,NYY,L,2,3,NA,5.0,N,NA,2015,NYY,BAL,3,2,7,21,2015-07-21
93,BAL,A,NYY,L,3,4,NA,6.0,N,NA,2015,NYY,BAL,4,3,7,22,2015-07-22
94,BAL,A,NYY,L,3,9,NA,7.0,D,NA,2015,NYY,BAL,9,3,7,23,2015-07-23
95,BAL,A,TBR,L,1,3,NA,7.0,N,NA,2015,TBR,BAL,3,1,7,24,2015-07-24
96,BAL,A,TBR,W,5,1,NA,7.0,N,NA,2015,TBR,BAL,1,5,7,25,2015-07-25
97,BAL,A,TBR,W,5,2,NA,7.0,D,NA,2015,TBR,BAL,2,5,7,26,2015-07-26
98,BAL,H,ATL,W-wo,2,1,11,7.0,N,NA,2015,BAL,ATL,2,1,7,27,2015-07-27
99,BAL,H,ATL,W,7,3,NA,7.0,N,NA,2015,BAL,ATL,7,3,7,28,2015-07-28
100,BAL,H,ATL,W,2,0,NA,6.0,N,NA,2015,BAL,ATL,2,0,7,29,2015-07-29
101,BAL,H,DET,L,8,9,NA,6.0,N,NA,2015,BAL,DET,8,9,7,30,2015-07-30
102,BAL,H,DET,W,8,7,NA,6.0,N,NA,2015,BAL,DET,8,7,7,31,2015-07-31
103,BAL,H,DET,W,6,2,NA,5.0,N,NA,2015,BAL,DET,6,2,8,1,2015-08-01
104,BAL,H,DET,L,1,6,NA,6.0,D,NA,2015,BAL,DET,1,6,8,2,2015-08-02
105,BAL,A,OAK,W,9,2,NA,5.5,N,NA,2015,OAK,BAL,2,9,8,3,2015-08-03
106,BAL,A,OAK,L,0,5,NA,6.5,N,NA,2015,OAK,BAL,5,0,8,4,2015-08-04
107,BAL,A,OAK,W,7,3,10,5.5,D,NA,2015,OAK,BAL,3,7,8,5,2015-08-05
108,BAL,A,LAA,L,4,8,NA,6.0,N,NA,2015,LAA,BAL,8,4,8,7,2015-08-07
109,BAL,A,LAA,W,5,0,NA,5.0,N,NA,2015,LAA,BAL,0,5,8,8,2015-08-08
110,BAL,A,LAA,L-wo,4,5,11,5.0,D,NA,2015,LAA,BAL,5,4,8,9,2015-08-09
111,BAL,A,SEA,W,3,2,NA,4.5,N,NA,2015,SEA,BAL,2,3,8,10,2015-08-10
112,BAL,A,SEA,L-wo,5,6,10,4.5,N,NA,2015,SEA,BAL,6,5,8,11,2015-08-11
113,BAL,A,SEA,L,0,3,NA,5.0,D,NA,2015,SEA,BAL,3,0,8,12,2015-08-12
114,BAL,H,OAK,W-wo,8,6,13,5.0,N,NA,2015,BAL,OAK,8,6,8,14,2015-08-14
115,BAL,H,OAK,W-wo,4,3,NA,5.0,N,NA,2015,BAL,OAK,4,3,8,15,2015-08-15
116,BAL,H,OAK,W,18,2,NA,4.0,D,NA,2015,BAL,OAK,18,2,8,16,2015-08-16
117,BAL,H,OAK,W,4,2,NA,4.0,N,NA,2015,BAL,OAK,4,2,8,17,2015-08-17
118,BAL,H,NYM,L,3,5,NA,5.0,N,NA,2015,BAL,NYM,3,5,8,18,2015-08-18
119,BAL,H,NYM,W-wo,5,4,NA,5.0,N,NA,2015,BAL,NYM,5,4,8,19,2015-08-19
120,BAL,H,MIN,L,2,15,NA,5.0,N,NA,2015,BAL,MIN,2,15,8,20,2015-08-20
121,BAL,H,MIN,L,3,4,NA,5.0,N,NA,2015,BAL,MIN,3,4,8,21,2015-08-21
122,BAL,H,MIN,L,2,3,NA,6.0,N,NA,2015,BAL,MIN,2,3,8,22,2015-08-22
123,BAL,H,MIN,L,3,4,12,6.5,D,NA,2015,BAL,MIN,3,4,8,23,2015-08-23
124,BAL,A,KCR,L,3,8,NA,7.0,N,NA,2015,KCR,BAL,8,3,8,24,2015-08-24
125,BAL,A,KCR,L,2,3,NA,8.0,N,NA,2015,KCR,BAL,3,2,8,25,2015-08-25
126,BAL,A,KCR,W,8,5,NA,8.0,N,NA,2015,KCR,BAL,5,8,8,26,2015-08-26
127,BAL,A,KCR,L,3,5,NA,8.0,D,NA,2015,KCR,BAL,5,3,8,27,2015-08-27
128,BAL,A,TEX,L,1,4,NA,9.0,N,NA,2015,TEX,BAL,4,1,8,28,2015-08-28
129,BAL,A,TEX,L,3,4,NA,10.0,N,NA,2015,TEX,BAL,4,3,8,29,2015-08-29
130,BAL,A,TEX,L,0,6,NA,11.0,D,NA,2015,TEX,BAL,6,0,8,30,2015-08-30
131,BAL,H,TBR,L,3,6,NA,11.0,N,NA,2015,BAL,TBR,3,6,8,31,2015-08-31
132,BAL,H,TBR,L,2,11,NA,12.0,N,NA,2015,BAL,TBR,2,11,9,1,2015-09-01
133,BAL,H,TBR,W-wo,7,6,11,12.0,N,NA,2015,BAL,TBR,7,6,9,2,2015-09-02
134,BAL,A,TOR,W,10,2,NA,11.0,N,NA,2015,TOR,BAL,2,10,9,4,2015-09-04
135,BAL,A,TOR,L,1,5,NA,12.0,D,NA,2015,TOR,BAL,5,1,9,5,2015-09-05
136,BAL,A,TOR,L,4,10,NA,13.0,D,NA,2015,TOR,BAL,10,4,9,6,2015-09-06
137,BAL,A,NYY,L,6,8,NA,13.0,D,NA,2015,NYY,BAL,8,6,9,7,2015-09-07
138,BAL,A,NYY,W,2,1,NA,13.0,N,NA,2015,NYY,BAL,1,2,9,8,2015-09-08
139,BAL,A,NYY,W,5,3,NA,12.0,N,NA,2015,NYY,BAL,3,5,9,9,2015-09-09
140,BAL,H,KCR,W,14,8,NA,12.0,N,NA,2015,BAL,KCR,14,8,9,11,2015-09-11
141,BAL,H,KCR,L,6,14,NA,13.5,D,NA,2015,BAL,KCR,6,14,9,12,2015-09-12
142,BAL,H,KCR,W,8,2,NA,12.5,N,NA,2015,BAL,KCR,8,2,9,13,2015-09-13
143,BAL,H,BOS,W,2,0,NA,12.0,N,NA,2015,BAL,BOS,2,0,9,14,2015-09-14
144,BAL,H,BOS,W-wo,6,5,13,11.0,N,NA,2015,BAL,BOS,6,5,9,15,2015-09-15
145,BAL,H,BOS,L,1,10,NA,12.0,N,NA,2015,BAL,BOS,1,10,9,16,2015-09-16
146,BAL,A,TBR,W,4,3,NA,12.0,N,NA,2015,TBR,BAL,3,4,9,17,2015-09-17
147,BAL,A,TBR,L,6,8,NA,13.0,N,NA,2015,TBR,BAL,8,6,9,18,2015-09-18
148,BAL,A,TBR,W,2,1,NA,12.0,N,NA,2015,TBR,BAL,1,2,9,19,2015-09-19
149,BAL,A,TBR,L-wo,6,7,NA,12.0,D,NA,2015,TBR,BAL,7,6,9,20,2015-09-20
150,BAL,A,WSN,W,4,1,NA,11.5,N,NA,2015,WSN,BAL,1,4,9,22,2015-09-22
151,BAL,A,WSN,W,4,3,NA,11.5,N,NA,2015,WSN,BAL,3,4,9,23,2015-09-23
152,BAL,A,WSN,W,5,4,NA,11.0,D,2015-09-21 (Rain),2015,WSN,BAL,4,5,9,24,2015-09-24
153,BAL,A,BOS,L,0,7,NA,12.0,N,NA,2015,BOS,BAL,7,0,9,25,2015-09-25
154,BAL,A,BOS,L,0,8,NA,13.0,D,NA,2015,BOS,BAL,8,0,9,26,2015-09-26
155,BAL,A,BOS,L,0,2,NA,14.0,D,NA,2015,BOS,BAL,2,0,9,27,2015-09-27
156,BAL,H,TOR,L,3,4,NA,15.0,N,NA,2015,BAL,TOR,3,4,9,28,2015-09-28
157,BAL,H,TOR,L,2,15,NA,15.0,D,2015-09-29 (Rain),2015,BAL,TOR,2,15,9,30,2015-09-30
158,BAL,H,TOR,W,8,1,NA,15.0,N,NA,2015,BAL,TOR,8,1,9,30,2015-09-30
159,BAL,H,TOR,W,6,4,NA,14.0,D,NA,2015,BAL,TOR,6,4,10,1,2015-10-01
160,BAL,H,NYY,W,9,2,NA,13.0,D,2015-10-02 (Rain),2015,BAL,NYY,9,2,10,3,2015-10-03
161,BAL,H,NYY,W,4,3,NA,13.0,N,NA,2015,BAL,NYY,4,3,10,3,2015-10-03
162,BAL,H,NYY,W,9,4,NA,12.0,D,NA,2015,BAL,NYY,9,4,10,4,2015-10-04
1,BOS,A,PHI,W,8,0,NA,Tied,D,NA,2015,PHI,BOS,0,8,4,6,2015-04-06
2,BOS,A,PHI,L,2,4,NA,0.5,N,NA,2015,PHI,BOS,4,2,4,8,2015-04-08
3,BOS,A,PHI,W,6,2,NA,Tied,N,NA,2015,PHI,BOS,2,6,4,9,2015-04-09
4,BOS,A,NYY,W,6,5,19,Tied,N,NA,2015,NYY,BOS,5,6,4,10,2015-04-10
5,BOS,A,NYY,W,8,4,NA,up 1.0,D,NA,2015,NYY,BOS,4,8,4,11,2015-04-11
6,BOS,A,NYY,L,4,14,NA,Tied,N,NA,2015,NYY,BOS,14,4,4,12,2015-04-12
